Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Renal failure,Renal failure,N17-N19,55-64,14,14,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Renal failure,Renal failure,N17-N19,55-64,11,11,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Renal failure,Renal failure,N17-N19,55-64,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Renal failure,Renal failure,N17-N19,65-74,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Renal failure,Renal failure,N17-N19,65-74,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Renal failure,Renal failure,N17-N19,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Renal failure,Renal failure,N17-N19,65-74,12,13,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Renal failure,Renal failure,N17-N19,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Renal failure,Renal failure,N17-N19,65-74,17,19,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Renal failure,Renal failure,N17-N19,65-74,26,26,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Renal failure,Renal failure,N17-N19,65-74,35,42,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Renal failure,Renal failure,N17-N19,65-74,30,31,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Renal failure,Renal failure,N17-N19,65-74,36,39,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Renal failure,Renal failure,N17-N19,65-74,53,54,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Renal failure,Renal failure,N17-N19,65-74,75,78,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Renal failure,Renal failure,N17-N19,65-74,136,141,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Renal failure,Renal failure,N17-N19,65-74,69,76,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Renal failure,Renal failure,N17-N19,65-74,25,27,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Renal failure,Renal failure,N17-N19,65-74,19,20,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Renal failure,Renal failure,N17-N19,65-74,25,26,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Renal failure,Renal failure,N17-N19,65-74,14,14,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Renal failure,Renal failure,N17-N19,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Renal failure,Renal failure,N17-N19,65-74,57,59,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Renal failure,Renal failure,N17-N19,65-74,86,93,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Renal failure,Renal failure,N17-N19,65-74,55,55,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Renal failure,Renal failure,N17-N19,65-74,28,31,
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Renal failure,Renal failure,N17-N19,65-74,27,28,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Renal failure,Renal failure,N17-N19,65-74,19,21,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Renal failure,Renal failure,N17-N19,65-74,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Renal failure,Renal failure,N17-N19,75-84,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Renal failure,Renal failure,N17-N19,75-84,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Renal failure,Renal failure,N17-N19,75-84,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Renal failure,Renal failure,N17-N19,75-84,22,23,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Renal failure,Renal failure,N17-N19,75-84,14,14,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Renal failure,Renal failure,N17-N19,75-84,13,13,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Renal failure,Renal failure,N17-N19,75-84,20,22,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Renal failure,Renal failure,N17-N19,75-84,33,36,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Renal failure,Renal failure,N17-N19,75-84,37,38,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Renal failure,Renal failure,N17-N19,75-84,37,37,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Renal failure,Renal failure,N17-N19,75-84,44,45,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Renal failure,Renal failure,N17-N19,75-84,80,84,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Renal failure,Renal failure,N17-N19,75-84,129,134,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Renal failure,Renal failure,N17-N19,75-84,73,77,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Renal failure,Renal failure,N17-N19,75-84,25,28,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Renal failure,Renal failure,N17-N19,75-84,14,15,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Renal failure,Renal failure,N17-N19,75-84,14,15,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Renal failure,Renal failure,N17-N19,75-84,10,11,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Renal failure,Renal failure,N17-N19,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Renal failure,Renal failure,N17-N19,75-84,34,36,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Renal failure,Renal failure,N17-N19,75-84,69,76,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Renal failure,Renal failure,N17-N19,75-84,40,43,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Renal failure,Renal failure,N17-N19,75-84,20,21,
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Renal failure,Renal failure,N17-N19,75-84,18,19,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Renal failure,Renal failure,N17-N19,75-84,16,16,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Renal failure,Renal failure,N17-N19,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Renal failure,Renal failure,N17-N19,85+,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Renal failure,Renal failure,N17-N19,85+,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Renal failure,Renal failure,N17-N19,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Renal failure,Renal failure,N17-N19,85+,15,15,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Renal failure,Renal failure,N17-N19,85+,15,16,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Renal failure,Renal failure,N17-N19,85+,10,12,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Renal failure,Renal failure,N17-N19,85+,14,16,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Renal failure,Renal failure,N17-N19,85+,27,30,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Renal failure,Renal failure,N17-N19,85+,29,29,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Renal failure,Renal failure,N17-N19,85+,26,28,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Renal failure,Renal failure,N17-N19,85+,38,42,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Renal failure,Renal failure,N17-N19,85+,71,75,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Renal failure,Renal failure,N17-N19,85+,116,129,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Renal failure,Renal failure,N17-N19,85+,48,49,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Renal failure,Renal failure,N17-N19,85+,14,15,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Renal failure,Renal failure,N17-N19,85+,13,14,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Renal failure,Renal failure,N17-N19,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Renal failure,Renal failure,N17-N19,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Renal failure,Renal failure,N17-N19,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Renal failure,Renal failure,N17-N19,85+,24,25,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Renal failure,Renal failure,N17-N19,85+,32,38,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Renal failure,Renal failure,N17-N19,85+,22,25,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Renal failure,Renal failure,N17-N19,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Renal failure,Renal failure,N17-N19,85+,11,11,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Renal failure,Renal failure,N17-N19,85+,14,16,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Renal failure,Renal failure,N17-N19,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Renal failure,Renal failure,N17-N19,Not stated,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,63,66,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,51,53,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,60,65,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,80,85,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,123,137,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,119,122,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,125,131,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,164,172,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,271,285,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,454,481,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,238,253,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,90,96,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,71,75,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,72,75,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,37,38,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,30,31,
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,187,193,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,340,361,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,213,221,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,86,91,
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,81,83,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,67,71,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
